,size,method
29,1,susie-indiv-only
30,1,susie-indiv-only
31,1,susie-indiv-only
32,1,susie-indiv-only
33,1,susie-indiv-only
34,1,susie-indiv-only
35,1,susie-indiv-only
36,1,susie-indiv-only
37,1,susie-indiv-only
38,1,susie-indiv-only
39,1,susie-indiv-only
0,1,susie_blip
1,4,susie_blip
2,1,susie_blip
3,3,susie_blip
4,2,susie_blip
5,1,susie_blip
6,4,susie_blip
7,1,susie_blip
8,1,susie_blip
9,3,susie_blip
10,2,susie_blip
11,2,susie_blip
12,1,susie_blip
13,6,susie_blip
14,5,susie_blip
15,1,susie_blip
16,1,susie_blip
17,2,susie_blip
18,13,susie_blip
19,11,susie_blip
20,19,susie_blip
21,1,susie_blip
22,22,susie_blip
23,1,susie_blip
24,1,susie_blip
25,1,susie_blip
26,12,susie_blip
27,11,susie_blip
28,9,susie_blip
29,22,susie_blip
30,5,susie_blip
31,2,susie_blip
32,25,susie_blip
33,20,susie_blip
34,9,susie_blip
35,21,susie_blip
36,16,susie_blip
37,2,susie_blip
38,22,susie_blip
39,5,susie_blip
40,3,susie_blip
41,3,susie_blip
42,13,susie_blip
43,15,susie_blip
44,14,susie_blip
45,12,susie_blip
46,1,susie_blip
47,20,susie_blip
48,1,susie_blip
49,1,susie_blip
50,23,susie_blip
51,3,susie_blip
52,20,susie_blip
53,1,susie_blip
54,3,susie_blip
55,9,susie_blip
56,1,susie_blip
57,12,susie_blip
58,9,susie_blip
59,6,susie_blip
60,20,susie_blip
61,11,susie_blip
62,7,susie_blip
63,9,susie_blip
64,24,susie_blip
65,16,susie_blip
66,4,susie_blip
67,11,susie_blip
68,17,susie_blip
69,3,susie_blip
70,16,susie_blip
71,24,susie_blip
72,13,susie_blip
73,1,susie_blip
74,13,susie_blip
75,2,susie_blip
76,5,susie_blip
77,17,susie_blip
78,4,susie_blip
79,1,susie_blip
80,1,susie_blip
81,3,susie_blip
82,1,susie_blip
83,12,susie_blip
84,1,susie_blip
85,2,susie_blip
86,1,susie_blip
87,3,susie_blip
88,2,susie_blip
89,1,susie_blip
90,5,susie_blip
91,1,susie_blip
92,2,susie_blip
93,1,susie_blip
94,4,susie_blip
95,1,susie_blip
96,3,susie_blip
97,3,susie_blip
98,5,susie_blip
0,9,susie
1,11,susie
2,7,susie
3,4,susie
4,14,susie
5,12,susie
6,5,susie
7,4,susie
8,13,susie
9,11,susie
10,3,susie
11,2,susie
12,1,susie
13,5,susie
14,21,susie
15,24,susie
16,1,susie
17,10,susie
18,1,susie
19,20,susie
20,6,susie
21,1,susie
22,11,susie
23,1,susie
24,9,susie
25,2,susie
26,20,susie
27,7,susie
28,20,susie
29,11,susie
30,1,susie
31,12,susie
32,1,susie
33,1,susie
34,1,susie
35,1,susie
36,21,susie
37,11,susie
38,13,susie
39,2,susie
40,18,susie
41,7,susie
42,2,susie
43,18,susie
44,3,susie
45,1,susie
46,21,susie
47,2,susie
48,6,susie
49,5,susie
50,1,susie
51,16,susie
52,1,susie
53,9,susie
54,2,susie
55,9,susie
56,4,susie
57,5,susie
58,1,susie
59,3,susie
60,20,susie
61,9,susie
62,3,susie
63,16,susie
64,1,susie
65,20,susie
66,2,susie
67,2,susie
68,5,susie
69,11,susie
70,1,susie
71,3,susie
72,3,susie
73,15,susie
74,5,susie
75,18,susie
76,23,susie
77,2,susie
78,2,susie
79,4,susie
80,16,susie
81,5,susie
82,4,susie
83,3,susie
84,1,susie
85,13,susie
86,3,susie
87,5,susie
88,17,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
4,1,susie-indiv-only
5,1,susie-indiv-only
6,1,susie-indiv-only
7,1,susie-indiv-only
8,1,susie-indiv-only
9,1,susie-indiv-only
10,1,susie-indiv-only
11,1,susie-indiv-only
12,1,susie-indiv-only
13,1,susie-indiv-only
14,1,susie-indiv-only
15,1,susie-indiv-only
16,1,susie-indiv-only
17,1,susie-indiv-only
18,1,susie-indiv-only
19,1,susie-indiv-only
20,1,susie-indiv-only
21,1,susie-indiv-only
22,1,susie-indiv-only
23,1,susie-indiv-only
24,1,susie-indiv-only
0,1,susie_blip
1,1,susie_blip
2,1,susie_blip
3,1,susie_blip
4,1,susie_blip
5,1,susie_blip
6,8,susie_blip
7,3,susie_blip
8,1,susie_blip
9,1,susie_blip
10,1,susie_blip
11,3,susie_blip
12,4,susie_blip
13,2,susie_blip
14,1,susie_blip
15,7,susie_blip
16,1,susie_blip
17,10,susie_blip
18,6,susie_blip
19,10,susie_blip
20,1,susie_blip
21,23,susie_blip
22,14,susie_blip
23,1,susie_blip
24,7,susie_blip
25,9,susie_blip
26,10,susie_blip
27,1,susie_blip
28,1,susie_blip
29,2,susie_blip
30,16,susie_blip
31,9,susie_blip
32,22,susie_blip
33,25,susie_blip
34,6,susie_blip
35,4,susie_blip
36,6,susie_blip
37,1,susie_blip
38,21,susie_blip
39,13,susie_blip
40,17,susie_blip
41,6,susie_blip
42,21,susie_blip
43,10,susie_blip
44,9,susie_blip
45,9,susie_blip
46,24,susie_blip
47,16,susie_blip
48,6,susie_blip
49,25,susie_blip
50,17,susie_blip
51,1,susie_blip
52,16,susie_blip
53,1,susie_blip
54,4,susie_blip
55,17,susie_blip
56,25,susie_blip
57,23,susie_blip
58,10,susie_blip
59,12,susie_blip
60,2,susie_blip
61,1,susie_blip
62,4,susie_blip
63,9,susie_blip
64,2,susie_blip
65,2,susie_blip
66,1,susie_blip
67,3,susie_blip
68,1,susie_blip
69,3,susie_blip
70,3,susie_blip
0,2,susie
1,17,susie
2,1,susie
3,9,susie
4,10,susie
5,9,susie
6,6,susie
7,4,susie
8,1,susie
9,18,susie
10,8,susie
11,6,susie
12,22,susie
13,13,susie
14,1,susie
15,2,susie
16,1,susie
17,2,susie
18,3,susie
19,2,susie
20,18,susie
21,10,susie
22,1,susie
23,8,susie
24,3,susie
25,1,susie
26,1,susie
27,9,susie
28,9,susie
29,7,susie
30,3,susie
31,1,susie
32,15,susie
33,1,susie
34,6,susie
35,3,susie
36,2,susie
37,4,susie
38,4,susie
39,7,susie
40,4,susie
41,9,susie
42,1,susie
43,24,susie
44,22,susie
45,10,susie
46,13,susie
47,1,susie
48,20,susie
49,6,susie
50,1,susie
51,1,susie
52,1,susie
53,1,susie
54,9,susie
55,1,susie
56,20,susie
57,7,susie
58,6,susie
59,6,susie
60,21,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
4,1,susie-indiv-only
5,1,susie-indiv-only
6,1,susie-indiv-only
7,1,susie-indiv-only
8,1,susie-indiv-only
9,1,susie-indiv-only
10,1,susie-indiv-only
11,1,susie-indiv-only
12,1,susie-indiv-only
13,1,susie-indiv-only
14,1,susie-indiv-only
15,1,susie-indiv-only
16,1,susie-indiv-only
17,1,susie-indiv-only
18,1,susie-indiv-only
19,1,susie-indiv-only
20,1,susie-indiv-only
0,15,susie_blip
1,1,susie_blip
2,1,susie_blip
3,1,susie_blip
4,1,susie_blip
5,1,susie_blip
6,2,susie_blip
7,4,susie_blip
8,2,susie_blip
9,12,susie_blip
10,3,susie_blip
11,1,susie_blip
12,1,susie_blip
13,5,susie_blip
14,7,susie_blip
15,4,susie_blip
16,5,susie_blip
17,3,susie_blip
18,21,susie_blip
19,7,susie_blip
20,8,susie_blip
21,12,susie_blip
22,13,susie_blip
23,1,susie_blip
24,19,susie_blip
25,25,susie_blip
26,12,susie_blip
27,10,susie_blip
28,11,susie_blip
29,10,susie_blip
30,1,susie_blip
31,5,susie_blip
32,6,susie_blip
33,13,susie_blip
34,3,susie_blip
35,18,susie_blip
36,1,susie_blip
37,6,susie_blip
38,6,susie_blip
39,1,susie_blip
40,11,susie_blip
41,11,susie_blip
42,11,susie_blip
43,10,susie_blip
44,1,susie_blip
45,25,susie_blip
46,9,susie_blip
47,2,susie_blip
48,10,susie_blip
49,23,susie_blip
50,9,susie_blip
51,1,susie_blip
52,3,susie_blip
53,4,susie_blip
54,17,susie_blip
55,1,susie_blip
56,8,susie_blip
57,25,susie_blip
58,22,susie_blip
59,16,susie_blip
60,23,susie_blip
61,1,susie_blip
62,6,susie_blip
63,12,susie_blip
64,25,susie_blip
65,1,susie_blip
66,25,susie_blip
67,10,susie_blip
68,25,susie_blip
69,6,susie_blip
70,1,susie_blip
71,1,susie_blip
72,4,susie_blip
73,1,susie_blip
74,1,susie_blip
75,1,susie_blip
76,4,susie_blip
77,1,susie_blip
78,1,susie_blip
79,1,susie_blip
80,1,susie_blip
81,2,susie_blip
82,1,susie_blip
83,1,susie_blip
84,1,susie_blip
85,2,susie_blip
86,1,susie_blip
87,7,susie_blip
0,1,susie
1,9,susie
2,1,susie
3,5,susie
4,1,susie
5,24,susie
6,2,susie
7,21,susie
8,1,susie
9,3,susie
10,3,susie
11,1,susie
12,17,susie
13,2,susie
14,1,susie
15,7,susie
16,3,susie
17,2,susie
18,6,susie
19,1,susie
20,8,susie
21,12,susie
22,3,susie
23,4,susie
24,10,susie
25,2,susie
26,6,susie
27,12,susie
28,21,susie
29,6,susie
30,1,susie
31,12,susie
32,10,susie
33,1,susie
34,11,susie
35,6,susie
36,1,susie
37,4,susie
38,1,susie
39,2,susie
40,1,susie
41,8,susie
42,10,susie
43,17,susie
44,10,susie
45,1,susie
46,16,susie
47,4,susie
48,4,susie
49,3,susie
50,10,susie
51,10,susie
52,10,susie
53,8,susie
54,16,susie
55,5,susie
56,9,susie
57,9,susie
58,6,susie
59,11,susie
60,9,susie
61,12,susie
62,23,susie
63,6,susie
64,1,susie
65,7,susie
66,2,susie
67,11,susie
68,2,susie
69,20,susie
70,2,susie
71,5,susie
72,9,susie
73,5,susie
74,10,susie
75,5,susie
76,22,susie
77,1,susie
78,9,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
4,1,susie-indiv-only
5,1,susie-indiv-only
6,1,susie-indiv-only
7,1,susie-indiv-only
8,1,susie-indiv-only
9,1,susie-indiv-only
10,1,susie-indiv-only
11,1,susie-indiv-only
12,1,susie-indiv-only
13,1,susie-indiv-only
14,1,susie-indiv-only
15,1,susie-indiv-only
16,1,susie-indiv-only
17,1,susie-indiv-only
18,1,susie-indiv-only
19,1,susie-indiv-only
20,1,susie-indiv-only
0,5,susie_blip
1,3,susie_blip
2,1,susie_blip
3,1,susie_blip
4,7,susie_blip
5,2,susie_blip
6,6,susie_blip
7,1,susie_blip
8,1,susie_blip
9,5,susie_blip
10,10,susie_blip
11,10,susie_blip
12,1,susie_blip
13,1,susie_blip
14,16,susie_blip
15,1,susie_blip
16,10,susie_blip
17,19,susie_blip
18,12,susie_blip
19,9,susie_blip
20,25,susie_blip
21,25,susie_blip
22,2,susie_blip
23,2,susie_blip
24,19,susie_blip
25,5,susie_blip
26,25,susie_blip
27,17,susie_blip
28,5,susie_blip
29,2,susie_blip
30,25,susie_blip
31,17,susie_blip
32,11,susie_blip
33,3,susie_blip
34,2,susie_blip
35,10,susie_blip
36,5,susie_blip
37,2,susie_blip
38,16,susie_blip
39,2,susie_blip
40,8,susie_blip
41,25,susie_blip
42,12,susie_blip
43,19,susie_blip
44,2,susie_blip
45,8,susie_blip
46,5,susie_blip
47,22,susie_blip
48,3,susie_blip
49,1,susie_blip
50,14,susie_blip
51,8,susie_blip
52,6,susie_blip
53,25,susie_blip
54,20,susie_blip
55,16,susie_blip
56,13,susie_blip
57,1,susie_blip
58,13,susie_blip
59,19,susie_blip
60,22,susie_blip
61,24,susie_blip
62,3,susie_blip
63,1,susie_blip
64,4,susie_blip
65,1,susie_blip
66,25,susie_blip
67,5,susie_blip
68,10,susie_blip
69,1,susie_blip
70,3,susie_blip
71,25,susie_blip
72,1,susie_blip
73,6,susie_blip
74,1,susie_blip
75,7,susie_blip
76,24,susie_blip
77,3,susie_blip
78,1,susie_blip
79,4,susie_blip
80,1,susie_blip
81,1,susie_blip
82,6,susie_blip
83,6,susie_blip
84,4,susie_blip
85,1,susie_blip
86,1,susie_blip
87,3,susie_blip
88,2,susie_blip
89,3,susie_blip
90,4,susie_blip
0,5,susie
1,12,susie
2,8,susie
3,10,susie
4,24,susie
5,2,susie
6,23,susie
7,17,susie
8,8,susie
9,5,susie
10,17,susie
11,1,susie
12,2,susie
13,1,susie
14,24,susie
15,22,susie
16,5,susie
17,16,susie
18,22,susie
19,15,susie
20,3,susie
21,24,susie
22,4,susie
23,7,susie
24,17,susie
25,8,susie
26,7,susie
27,15,susie
28,6,susie
29,5,susie
30,2,susie
31,18,susie
32,5,susie
33,6,susie
34,9,susie
35,8,susie
36,2,susie
37,14,susie
38,3,susie
39,19,susie
40,2,susie
41,24,susie
42,13,susie
43,2,susie
44,1,susie
45,4,susie
46,2,susie
47,2,susie
48,20,susie
49,20,susie
50,5,susie
51,2,susie
52,17,susie
53,2,susie
54,7,susie
55,8,susie
56,4,susie
57,9,susie
58,10,susie
59,5,susie
60,14,susie
61,9,susie
62,10,susie
63,5,susie
64,3,susie
65,1,susie
66,2,susie
67,2,susie
68,16,susie
69,3,susie
70,1,susie
71,1,susie
72,1,susie
73,1,susie
74,4,susie
75,1,susie
76,3,susie
77,13,susie
78,22,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
4,1,susie-indiv-only
5,1,susie-indiv-only
6,1,susie-indiv-only
7,1,susie-indiv-only
8,1,susie-indiv-only
9,1,susie-indiv-only
10,1,susie-indiv-only
11,1,susie-indiv-only
12,1,susie-indiv-only
13,1,susie-indiv-only
14,1,susie-indiv-only
15,1,susie-indiv-only
0,21,susie_blip
1,19,susie_blip
2,1,susie_blip
3,23,susie_blip
4,4,susie_blip
5,1,susie_blip
6,1,susie_blip
7,16,susie_blip
8,1,susie_blip
9,1,susie_blip
10,1,susie_blip
11,1,susie_blip
12,1,susie_blip
13,16,susie_blip
14,19,susie_blip
15,25,susie_blip
16,5,susie_blip
17,23,susie_blip
18,12,susie_blip
19,7,susie_blip
20,13,susie_blip
21,1,susie_blip
22,7,susie_blip
23,18,susie_blip
24,16,susie_blip
25,2,susie_blip
26,1,susie_blip
27,1,susie_blip
28,6,susie_blip
29,4,susie_blip
30,1,susie_blip
31,2,susie_blip
32,7,susie_blip
33,1,susie_blip
34,1,susie_blip
35,5,susie_blip
36,1,susie_blip
37,5,susie_blip
38,7,susie_blip
39,15,susie_blip
40,16,susie_blip
41,3,susie_blip
42,10,susie_blip
43,11,susie_blip
44,15,susie_blip
45,17,susie_blip
46,16,susie_blip
47,5,susie_blip
48,25,susie_blip
49,14,susie_blip
50,25,susie_blip
51,2,susie_blip
52,4,susie_blip
53,1,susie_blip
54,25,susie_blip
55,1,susie_blip
56,2,susie_blip
57,1,susie_blip
58,1,susie_blip
59,2,susie_blip
60,1,susie_blip
61,1,susie_blip
62,1,susie_blip
63,4,susie_blip
64,1,susie_blip
65,1,susie_blip
66,2,susie_blip
67,3,susie_blip
68,2,susie_blip
69,1,susie_blip
70,7,susie_blip
0,1,susie
1,3,susie
2,1,susie
3,1,susie
4,3,susie
5,2,susie
6,1,susie
7,16,susie
8,1,susie
9,10,susie
10,5,susie
11,6,susie
12,1,susie
13,12,susie
14,15,susie
15,4,susie
16,3,susie
17,5,susie
18,12,susie
19,10,susie
20,5,susie
21,17,susie
22,19,susie
23,7,susie
24,2,susie
25,1,susie
26,1,susie
27,7,susie
28,1,susie
29,5,susie
30,14,susie
31,14,susie
32,19,susie
33,3,susie
34,1,susie
35,1,susie
36,7,susie
37,1,susie
38,3,susie
39,19,susie
40,16,susie
41,7,susie
42,4,susie
43,11,susie
44,16,susie
45,3,susie
46,2,susie
47,6,susie
48,7,susie
49,4,susie
50,6,susie
51,15,susie
52,25,susie
53,1,susie
54,1,susie
55,25,susie
56,9,susie
57,14,susie
58,3,susie
59,18,susie
60,1,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
4,1,susie-indiv-only
5,1,susie-indiv-only
6,1,susie-indiv-only
7,1,susie-indiv-only
8,1,susie-indiv-only
9,1,susie-indiv-only
10,1,susie-indiv-only
11,1,susie-indiv-only
12,1,susie-indiv-only
13,1,susie-indiv-only
14,1,susie-indiv-only
15,1,susie-indiv-only
16,1,susie-indiv-only
17,1,susie-indiv-only
18,1,susie-indiv-only
19,1,susie-indiv-only
20,1,susie-indiv-only
21,1,susie-indiv-only
0,19,susie_blip
1,7,susie_blip
2,2,susie_blip
3,1,susie_blip
4,1,susie_blip
5,1,susie_blip
6,2,susie_blip
7,1,susie_blip
8,1,susie_blip
9,1,susie_blip
10,1,susie_blip
11,2,susie_blip
12,1,susie_blip
13,18,susie_blip
14,1,susie_blip
15,1,susie_blip
16,1,susie_blip
17,1,susie_blip
18,3,susie_blip
19,13,susie_blip
20,2,susie_blip
21,1,susie_blip
22,1,susie_blip
23,2,susie_blip
24,4,susie_blip
25,1,susie_blip
26,3,susie_blip
27,1,susie_blip
28,1,susie_blip
29,2,susie_blip
30,3,susie_blip
31,14,susie_blip
32,3,susie_blip
33,12,susie_blip
34,16,susie_blip
35,2,susie_blip
36,25,susie_blip
37,22,susie_blip
38,10,susie_blip
39,21,susie_blip
40,17,susie_blip
41,1,susie_blip
42,6,susie_blip
43,4,susie_blip
44,18,susie_blip
45,2,susie_blip
46,7,susie_blip
47,3,susie_blip
48,8,susie_blip
49,10,susie_blip
50,1,susie_blip
51,1,susie_blip
52,12,susie_blip
53,19,susie_blip
54,21,susie_blip
55,5,susie_blip
56,11,susie_blip
57,7,susie_blip
58,6,susie_blip
59,1,susie_blip
60,16,susie_blip
61,8,susie_blip
62,6,susie_blip
63,14,susie_blip
64,1,susie_blip
65,13,susie_blip
66,8,susie_blip
67,20,susie_blip
68,4,susie_blip
69,3,susie_blip
70,11,susie_blip
71,16,susie_blip
72,1,susie_blip
73,8,susie_blip
74,24,susie_blip
75,24,susie_blip
76,24,susie_blip
77,23,susie_blip
78,25,susie_blip
79,14,susie_blip
80,6,susie_blip
81,20,susie_blip
82,14,susie_blip
83,1,susie_blip
84,3,susie_blip
85,22,susie_blip
86,12,susie_blip
87,3,susie_blip
88,4,susie_blip
89,1,susie_blip
90,23,susie_blip
91,7,susie_blip
92,1,susie_blip
93,9,susie_blip
94,1,susie_blip
95,14,susie_blip
96,6,susie_blip
97,1,susie_blip
98,2,susie_blip
99,1,susie_blip
100,1,susie_blip
101,1,susie_blip
102,1,susie_blip
103,1,susie_blip
104,1,susie_blip
105,2,susie_blip
106,1,susie_blip
107,1,susie_blip
108,1,susie_blip
109,2,susie_blip
110,1,susie_blip
111,2,susie_blip
112,10,susie_blip
0,1,susie
1,16,susie
2,16,susie
3,1,susie
4,1,susie
5,9,susie
6,1,susie
7,3,susie
8,12,susie
9,24,susie
10,10,susie
11,10,susie
12,11,susie
13,1,susie
14,2,susie
15,3,susie
16,8,susie
17,24,susie
18,19,susie
19,24,susie
20,8,susie
21,12,susie
22,2,susie
23,4,susie
24,19,susie
25,3,susie
26,2,susie
27,1,susie
28,4,susie
29,3,susie
30,11,susie
31,1,susie
32,3,susie
33,20,susie
34,1,susie
35,20,susie
36,4,susie
37,7,susie
38,14,susie
39,8,susie
40,3,susie
41,1,susie
42,1,susie
43,1,susie
44,6,susie
45,10,susie
46,1,susie
47,13,susie
48,1,susie
49,6,susie
50,7,susie
51,6,susie
52,8,susie
53,14,susie
54,9,susie
55,2,susie
56,3,susie
57,2,susie
58,1,susie
59,6,susie
60,1,susie
61,15,susie
62,2,susie
63,16,susie
64,6,susie
65,1,susie
66,17,susie
67,3,susie
68,2,susie
69,2,susie
70,23,susie
71,6,susie
72,2,susie
73,2,susie
74,1,susie
75,2,susie
76,3,susie
77,12,susie
78,1,susie
79,1,susie
80,2,susie
81,1,susie
82,1,susie
83,4,susie
84,7,susie
85,24,susie
86,20,susie
87,18,susie
88,14,susie
89,1,susie
90,4,susie
91,2,susie
92,2,susie
93,2,susie
94,5,susie
95,24,susie
96,2,susie
97,1,susie
98,3,susie
99,4,susie
100,24,susie
101,24,susie
102,8,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
4,1,susie-indiv-only
5,1,susie-indiv-only
6,1,susie-indiv-only
7,1,susie-indiv-only
8,1,susie-indiv-only
9,1,susie-indiv-only
10,1,susie-indiv-only
11,1,susie-indiv-only
12,1,susie-indiv-only
13,1,susie-indiv-only
14,1,susie-indiv-only
15,1,susie-indiv-only
16,1,susie-indiv-only
17,1,susie-indiv-only
18,1,susie-indiv-only
19,1,susie-indiv-only
20,1,susie-indiv-only
21,1,susie-indiv-only
22,1,susie-indiv-only
23,1,susie-indiv-only
24,1,susie-indiv-only
25,1,susie-indiv-only
26,1,susie-indiv-only
27,1,susie-indiv-only
28,1,susie-indiv-only
29,1,susie-indiv-only
30,1,susie-indiv-only
31,1,susie-indiv-only
32,1,susie-indiv-only
0,1,susie_blip
1,1,susie_blip
2,1,susie_blip
3,23,susie_blip
4,5,susie_blip
5,21,susie_blip
6,10,susie_blip
7,1,susie_blip
8,11,susie_blip
9,3,susie_blip
10,13,susie_blip
11,20,susie_blip
12,5,susie_blip
13,7,susie_blip
14,1,susie_blip
15,15,susie_blip
16,20,susie_blip
17,21,susie_blip
18,23,susie_blip
19,6,susie_blip
20,20,susie_blip
21,2,susie_blip
22,16,susie_blip
23,25,susie_blip
24,1,susie_blip
25,25,susie_blip
26,2,susie_blip
27,8,susie_blip
28,5,susie_blip
29,1,susie_blip
30,1,susie_blip
31,9,susie_blip
0,1,susie
1,7,susie
2,11,susie
3,21,susie
4,23,susie
5,20,susie
6,1,susie
7,3,susie
8,3,susie
9,1,susie
10,3,susie
11,15,susie
12,3,susie
13,1,susie
14,1,susie
15,7,susie
16,9,susie
17,21,susie
18,6,susie
19,12,susie
20,7,susie
21,20,susie
22,19,susie
23,5,susie
24,3,susie
25,5,susie
26,19,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
4,1,susie-indiv-only
5,1,susie-indiv-only
0,1,susie_blip
1,1,susie_blip
2,1,susie_blip
3,4,susie_blip
4,1,susie_blip
5,1,susie_blip
6,3,susie_blip
7,1,susie_blip
8,1,susie_blip
9,2,susie_blip
10,22,susie_blip
11,1,susie_blip
12,18,susie_blip
13,23,susie_blip
14,11,susie_blip
15,9,susie_blip
16,1,susie_blip
17,17,susie_blip
18,1,susie_blip
19,13,susie_blip
20,9,susie_blip
21,25,susie_blip
22,3,susie_blip
23,4,susie_blip
24,22,susie_blip
25,25,susie_blip
26,6,susie_blip
27,25,susie_blip
28,8,susie_blip
29,25,susie_blip
30,5,susie_blip
31,13,susie_blip
32,18,susie_blip
33,1,susie_blip
34,16,susie_blip
35,8,susie_blip
36,7,susie_blip
37,20,susie_blip
38,1,susie_blip
39,1,susie_blip
40,8,susie_blip
41,20,susie_blip
42,14,susie_blip
43,24,susie_blip
44,3,susie_blip
45,1,susie_blip
46,9,susie_blip
47,13,susie_blip
48,1,susie_blip
49,1,susie_blip
50,4,susie_blip
51,1,susie_blip
52,1,susie_blip
53,1,susie_blip
54,1,susie_blip
55,1,susie_blip
56,1,susie_blip
57,2,susie_blip
0,2,susie
1,1,susie
2,24,susie
3,1,susie
4,4,susie
5,2,susie
6,2,susie
7,1,susie
8,1,susie
9,21,susie
10,1,susie
11,8,susie
12,12,susie
13,3,susie
14,6,susie
15,2,susie
16,1,susie
17,2,susie
18,24,susie
19,1,susie
20,20,susie
21,7,susie
22,16,susie
23,2,susie
24,1,susie
25,13,susie
26,4,susie
27,16,susie
28,15,susie
29,4,susie
30,5,susie
31,18,susie
32,3,susie
33,7,susie
34,17,susie
35,20,susie
36,1,susie
37,1,susie
38,1,susie
39,1,susie
40,1,susie
41,3,susie
42,4,susie
43,10,susie
44,8,susie
45,14,susie
46,15,susie
47,8,susie
48,2,susie
49,20,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
4,1,susie-indiv-only
5,1,susie-indiv-only
6,1,susie-indiv-only
7,1,susie-indiv-only
8,1,susie-indiv-only
9,1,susie-indiv-only
10,1,susie-indiv-only
11,1,susie-indiv-only
12,1,susie-indiv-only
13,1,susie-indiv-only
14,1,susie-indiv-only
15,1,susie-indiv-only
16,1,susie-indiv-only
17,1,susie-indiv-only
0,1,susie_blip
1,1,susie_blip
2,1,susie_blip
3,1,susie_blip
4,1,susie_blip
5,1,susie_blip
6,1,susie_blip
7,1,susie_blip
8,1,susie_blip
9,1,susie_blip
10,1,susie_blip
11,1,susie_blip
12,1,susie_blip
13,1,susie_blip
14,1,susie_blip
15,1,susie_blip
16,1,susie_blip
17,1,susie_blip
18,1,susie_blip
19,1,susie_blip
20,1,susie_blip
21,1,susie_blip
22,1,susie_blip
23,1,susie_blip
24,1,susie_blip
25,1,susie_blip
26,1,susie_blip
27,1,susie_blip
28,1,susie_blip
29,1,susie_blip
30,1,susie_blip
31,2,susie_blip
32,2,susie_blip
33,2,susie_blip
34,2,susie_blip
35,2,susie_blip
36,2,susie_blip
37,3,susie_blip
38,3,susie_blip
39,3,susie_blip
40,3,susie_blip
41,3,susie_blip
42,4,susie_blip
43,4,susie_blip
44,4,susie_blip
45,6,susie_blip
46,7,susie_blip
47,8,susie_blip
48,8,susie_blip
49,9,susie_blip
50,10,susie_blip
51,11,susie_blip
52,12,susie_blip
53,12,susie_blip
54,13,susie_blip
55,13,susie_blip
56,13,susie_blip
57,13,susie_blip
58,14,susie_blip
59,14,susie_blip
60,18,susie_blip
61,18,susie_blip
62,19,susie_blip
63,20,susie_blip
64,22,susie_blip
65,25,susie_blip
66,25,susie_blip
67,25,susie_blip
68,5,susie_blip
69,9,susie_blip
70,8,susie_blip
71,10,susie_blip
72,12,susie_blip
73,5,susie_blip
74,3,susie_blip
75,5,susie_blip
76,6,susie_blip
0,21,susie
1,7,susie
2,5,susie
3,9,susie
4,2,susie
5,1,susie
6,8,susie
7,4,susie
8,2,susie
9,2,susie
10,11,susie
11,10,susie
12,2,susie
13,12,susie
14,5,susie
15,3,susie
16,1,susie
17,3,susie
18,8,susie
19,17,susie
20,14,susie
21,1,susie
22,12,susie
23,4,susie
24,5,susie
25,5,susie
26,3,susie
27,24,susie
28,2,susie
29,1,susie
30,3,susie
31,13,susie
32,5,susie
33,6,susie
34,6,susie
35,2,susie
36,19,susie
37,22,susie
38,15,susie
39,15,susie
40,1,susie
41,8,susie
42,3,susie
43,2,susie
44,5,susie
45,6,susie
46,1,susie
47,1,susie
48,1,susie
49,1,susie
50,3,susie
51,12,susie
52,17,susie
53,2,susie
54,1,susie
55,2,susie
56,13,susie
57,9,susie
58,1,susie
59,1,susie
60,1,susie
61,4,susie
62,3,susie
63,2,susie
64,1,susie
65,10,susie
66,1,susie
67,1,susie
68,8,susie
0,1,susie-indiv-only
1,1,susie-indiv-only
2,1,susie-indiv-only
3,1,susie-indiv-only
4,1,susie-indiv-only
5,1,susie-indiv-only
6,1,susie-indiv-only
7,1,susie-indiv-only
8,1,susie-indiv-only
9,1,susie-indiv-only
10,1,susie-indiv-only
11,1,susie-indiv-only
12,1,susie-indiv-only
13,1,susie-indiv-only
14,1,susie-indiv-only
15,1,susie-indiv-only
16,1,susie-indiv-only
17,1,susie-indiv-only
18,1,susie-indiv-only
19,1,susie-indiv-only
20,1,susie-indiv-only
21,1,susie-indiv-only
22,1,susie-indiv-only
23,1,susie-indiv-only
24,1,susie-indiv-only
25,1,susie-indiv-only
26,1,susie-indiv-only
27,1,susie-indiv-only
0,1,susie_blip
1,1,susie_blip
2,6,susie_blip
3,1,susie_blip
4,3,susie_blip
